State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle,Households_with_Landline_only,Households_with_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_River_Canal_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Power_Parity_Less_than_Rs_45000,sex_ratio
Tamil Nadu,Perambalur,11.26013776,78.86034012,615,TAMIL NADU,565223,282157,283066,375823,208011,167812,175289,87444,87845,2584,1292,1292,299726,162639,137087,265497,118278,5343,58801,521658,32702,10301,83,39,38,26,376,49390,135751,1507,7745,155413,33179,188592,85210,106751,71650,41447,44025,291371,158218,115151,59863,2259,25925,32178,6678,90597,2687,125953,103116,5841,56453,33135,132395,14725,16041,59,111622,28692,933,122903,9740,117,100
Tamil Nadu,Pudukkottai,10.13051482,79.05444484,621,TAMIL NADU,1618345,803188,815157,1110545,608776,501769,284804,141428,143376,1283,647,636,761693,471099,290594,856652,305149,13941,233333,1428784,114194,72850,119,81,32,293,1992,82967,354493,4494,18272,399712,104229,503941,97231,283299,251855,121706,111731,835853,470428,311175,209024,7882,88107,110324,17749,249584,8191,324444,286329,18996,112174,109247,344074,42109,39632,2213,275689,57015,22488,301552,28927,349,101
Tamil Nadu,Ramanathapuram,9.312869952,78.99185362,626,TAMIL NADU,1353445,682658,670787,978946,536487,442459,249008,125015,123993,1105,559,546,602977,392751,210226,750468,153874,25228,250108,1047411,208038,91139,154,86,29,36,6552,100484,291400,5172,22379,290478,126761,417239,246909,293886,189132,105978,97405,708322,389764,252888,125445,5524,67893,49605,18385,217349,5886,284169,252000,16266,130578,120474,270430,51959,26315,3192,217014,34430,25155,190837,13731,265,98
Tamil Nadu,Salem,11.6293242,78.2478258,608,TAMIL NADU,3482056,1781571,1700485,2285562,1285107,1000455,580512,294062,286450,119369,60489,58880,1694160,1083797,610363,1787896,454210,141503,841443,3326357,95487,53841,412,174,992,246,4547,448968,835377,20660,63867,572813,597539,1170352,188672,571061,457866,242306,296399,1737345,1029479,713294,441388,30660,196973,352121,38760,564666,39279,749932,650064,46638,573822,321173,706525,199211,96292,1706,593208,226846,414,723966,77409,642,95
Tamil Nadu,Sivaganga,9.960306581,78.56535729,622,TAMIL NADU,1339101,668672,670429,959744,526304,433440,227746,113599,114147,790,394,396,620171,391305,228866,718930,199563,14656,264949,1186078,74310,75481,150,80,109,24,2869,113822,314270,5773,24456,309224,143193,452417,101778,216931,199263,103903,115894,666218,391356,280462,172619,8222,95318,91250,19993,218773,10799,304124,258837,20071,149850,139173,277432,59229,49164,1326,203801,84326,25413,235593,36636,248,100
Tamil Nadu,Thanjavur,10.38769226,79.31948691,620,TAMIL NADU,2405890,1182416,1223474,1790998,944264,846734,455062,225859,229203,3561,1739,1822,974079,680483,293596,1431811,415361,31200,397605,2075870,190814,133971,231,795,1256,148,2805,223044,555582,13495,42912,479070,274302,753372,138375,431983,373111,178126,222410,1193095,712017,499235,343328,17231,137848,161750,30075,374054,24121,522490,446982,42853,275134,272623,475525,108700,97701,152,374666,209948,98,499900,34935,481,103
Tamil Nadu,Theni,9.924066667,77.43458833,624,TAMIL NADU,1245899,625683,620216,870080,479403,390677,258200,129900,128300,1835,954,881,591642,368900,222742,654257,315161,14939,223175,1148990,56751,37574,152,79,28,74,2251,147529,312310,4667,18830,189328,221295,410623,90590,219747,156676,95231,101147,618923,373564,252267,99044,6607,57897,58034,11907,187358,6570,291879,209456,10191,275383,134167,243448,78115,12593,1281,191986,133986,27,320379,11199,218,99
Tamil Nadu,Thiruvallur,13.2758581,80.19724703,602,TAMIL NADU,3728104,1876062,1852042,2791721,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,2190050,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,461918,622789,303091,451321,1925296,1154775,643614,374923,54505,222750,363741,62993,630578,112276,857364,772398,78827,786843,636991,636443,291863,175520,412,531907,343722,858,625071,148885,539,99
Tamil Nadu,Thiruvarur,10.36892741,79.60322894,619,TAMIL NADU,1264277,626693,637584,946471,503085,443386,430927,214717,216210,3034,1466,1568,540168,369853,170315,724109,295188,10440,164657,1132785,96092,33192,258,151,279,64,1456,109580,303114,4416,15535,321331,86848,408179,138960,250163,203450,103908,99082,627880,377118,257116,189906,6790,80899,72916,33727,159818,6894,287260,225629,32084,116640,130231,287483,34994,78485,134,231871,81976,241,244534,21924,271,102
Tamil Nadu,Tiruvannamalai,12.41931895,79.23265632,606,TAMIL NADU,2464875,1235889,1228986,1626813,909803,717010,565329,282615,282714,90954,45956,44998,1238177,738995,499182,1226698,525063,46720,373753,2294369,91636,66987,232,157,7898,110,3486,176242,549077,6445,27529,563102,147061,710163,203879,442688,343955,174560,158041,1301347,683904,477668,309133,7851,73410,138956,23596,345750,10740,505170,389329,19983,262010,135162,536269,47934,53134,700,401432,157967,915,496596,40597,545,99
Tamil Nadu,Vellore,12.78488263,79.02643284,605,TAMIL NADU,3936331,1961688,1974643,2773928,1504355,1269573,860212,424668,435544,72955,36663,36292,1689330,1123874,565456,2247001,391955,136415,985852,3397857,414760,111390,676,438,3514,251,7445,417535,865913,20623,69912,653499,486801,1140300,191963,721473,641585,311434,308514,2096113,1116437,720713,491133,20393,93309,286002,45427,562422,36342,797713,653681,45832,693191,381181,764911,144061,115013,616,524806,324328,1047,765045,91887,789,101
Tamil Nadu,Virudhunagar,9.468872196,77.87641469,625,TAMIL NADU,1942288,967709,974579,1398788,760375,638413,399831,198704,201127,2294,1182,1112,950158,579111,371047,992130,208702,35298,649005,1822626,47838,67405,245,87,98,75,3914,235005,505950,10219,37357,363782,370942,734724,163264,398670,230321,138306,167506,987538,575006,378174,282826,9845,109937,119486,21904,308362,17403,457317,353909,23643,317795,167021,379629,149739,61793,1504,380659,116349,103,453098,35098,364,101
Tripura,Dhalai,23.78136048,91.94654283,291,TRIPURA,378230,194544,183686,276217,151643,124574,61688,31461,30227,210608,106759,103849,155831,105657,50174,222399,42201,2870,64804,307120,8256,22940,175,39120,85,206,328,5532,46875,273,5067,89457,14071,103528,64515,84516,21430,9157,6425,232286,95548,50269,22716,907,8049,3006,1248,22302,338,24750,25563,2013,15987,58161,77969,2897,18046,5219,27726,13042,364,16802,12133,65,94
Tripura,North Tripura,24.12173976,92.17842538,292,TRIPURA,693947,352860,341087,520402,275646,244756,114968,58375,56593,179426,91116,88310,248667,186034,62633,445280,43977,7088,148316,507967,105737,44062,151,34717,307,70,936,19631,81601,997,10310,150437,42184,192621,129329,179547,47160,22720,18419,414878,178608,100274,42636,2726,17810,9201,2519,55819,1215,43755,63308,4970,50104,127388,134974,8213,16853,6361,55207,31151,2298,48723,11656,139,97
Tripura,South Tripura,23.2118741,91.60658076,290,TRIPURA,876001,447544,428457,646810,351082,295728,140168,72012,68156,344835,173174,171661,366845,253229,113616,509156,111332,6375,163608,736015,49258,39258,245,49420,106,808,891,20246,133744,948,10393,219171,44906,264077,129846,223185,70173,31690,26870,505558,236676,133424,83598,3454,31321,12757,4149,78220,1254,78159,87445,5076,38316,174397,196002,6427,67910,2438,75815,54383,796,80036,31137,170,96
Tripura,West Tripura,23.78016624,91.41310789,289,TRIPURA,1725739,879428,846311,1361354,722998,638356,338094,172522,165572,431944,217278,214666,698178,500406,197772,1027561,156108,25163,401732,1512801,152791,53622,499,2128,362,430,3106,103228,314567,6394,36186,289621,217016,506637,248343,421485,156277,88122,85405,940424,499719,284637,182610,11356,50815,44499,9575,203802,9977,231324,228799,15422,166347,365146,365266,29156,186536,1396,98575,213918,617,134228,82054,297,96
Uttar Pradesh,Agra,26.99512975,78.05278292,146,UTTAR PRADESH,4418797,2364953,2053844,2680510,1614594,1065916,991325,531641,459684,7255,3827,3428,1389844,1119701,270143,3028953,234455,94184,775734,3922718,411313,10076,12057,4049,21508,384,36692,251013,536402,27183,82012,496971,406852,903823,600839,904836,450571,317618,199395,2871903,991255,547873,444212,44989,93565,243761,36134,458049,47935,433913,520896,26713,463682,311695,626023,37112,417507,477,257562,307051,1416,224180,96515,735,87
Uttar Pradesh,Aligarh,27.93748577,78.00146831,143,UTTAR PRADESH,3673889,1951996,1721893,2092567,1283380,809187,755254,402483,352771,629,340,289,1174361,929337,245024,2499528,267197,78566,547097,2904140,729283,7635,5875,2582,2805,91,21478,153283,268120,13634,58336,582117,275942,858059,456870,491605,334738,216997,172585,2378289,787408,472667,364661,21667,96490,151973,24398,407346,23011,262098,445913,14169,356823,254141,564776,33059,426380,139,170338,374047,567,168309,49598,636,88
Uttar Pradesh,Allahabad,25.39203866,82.05172447,175,UTTAR PRADESH,5954391,3131807,2822584,3665727,2199340,1466387,1309851,687076,622775,7955,4270,3685,2111907,1426110,685797,3842484,541146,185877,910601,5102041,796756,13782,4377,4391,2247,305,30492,204357,391542,24122,85491,983266,265304,1248570,823863,934881,596615,502826,428871,3764404,1335224,818137,701941,41965,334711,243219,34753,556688,37832,355913,616743,25302,373803,278760,853641,34772,498927,1770,384892,322833,1316,252326,15852,1075,90
Uttar Pradesh,Ambedkar Nagar,26.39119026,82.68282143,178,UTTAR PRADESH,2397888,1212410,1185478,1486939,846676,640263,591125,298240,292885,746,406,340,787398,547406,239992,1610490,301120,58520,213944,1985654,401678,2536,869,1817,235,33,5066,21512,99581,2509,27308,501559,65031,566590,342667,392873,247028,172872,194387,1499494,515229,367234,311614,9813,79722,60203,9449,240089,3412,61470,255512,5974,146958,67875,357876,4387,260490,282,155590,174989,453,97529,853,511,98
Uttar Pradesh,Auraiya,26.66892394,79.42637057,162,UTTAR PRADESH,1379545,740040,639505,930836,546198,384638,391622,211413,180209,150,91,59,442023,364543,77480,937522,151727,12533,111032,1273546,101963,1004,371,332,228,444,1657,32687,65479,2404,14279,255836,58438,314274,133123,291837,168866,101542,79012,856336,320763,202054,179939,5088,59782,35729,8361,139506,3317,60174,152099,4232,150177,72893,240103,6104,185001,81,122958,85631,117,46112,1947,259,86
Uttar Pradesh,Azamgarh,26.00829095,83.01220251,191,UTTAR PRADESH,4613913,2285004,2328909,2771917,1559414,1212503,1171378,579586,591792,9327,4690,4637,1372032,941890,430142,3241881,452055,115991,378356,3878626,718692,3810,719,5652,183,226,6005,49699,183381,6652,47324,891024,80434,971458,831966,1344726,489060,312571,158303,2930243,965876,699954,521004,20757,174092,116175,19089,468786,7888,159910,500400,12525,299061,135150,647550,7850,545388,726,294403,316002,943,102270,5457,870,102
Uttar Pradesh,Baghpat,29.0457935,77.302663,139,UTTAR PRADESH,1303048,700070,602978,797970,489858,308112,149060,79920,69140,14,10,4,416695,342604,74091,886353,74500,20347,197130,917474,364583,1840,483,161,16139,25,2343,44732,119121,2989,19999,246055,69991,316046,139646,272939,132197,79475,44164,817140,283276,194548,114603,13301,75783,42998,11161,139547,6646,111663,155781,5073,171586,134051,196311,6261,150465,68,82659,96715,64,51339,15575,264,86
Uttar Pradesh,Bahraich,27.6917763,81.46779783,180,UTTAR PRADESH,3487731,1843884,1643847,1398368,878285,520083,509307,270226,239081,11159,5606,5553,1152160,895576,256584,2335571,482897,37965,201071,2291892,1169330,6400,8212,2793,1177,38,7889,38940,85814,2681,35463,698520,61742,760262,447648,493760,104762,65106,47690,2275746,754346,446242,397685,13451,170698,51784,14401,248875,3444,71676,270422,7146,223076,93687,582513,7619,391416,277,220216,326580,179,187350,2502,584,89
Uttar Pradesh,Ballia,25.86075638,84.03651979,193,UTTAR PRADESH,3239774,1672902,1566872,1963590,1160960,802630,494698,257624,237074,110114,56817,53297,1019483,723060,296423,2220291,384432,72194,356629,3004240,213440,4463,892,1595,233,64,14847,62157,119972,4672,42969,564927,64454,629381,436021,515010,409484,323582,200434,1975934,724362,502628,324245,10846,108399,65467,13488,320335,5459,115533,342823,9000,217983,124786,472507,5795,395909,455,130319,305850,731,75078,1502,611,94
Uttar Pradesh,Balrampur,27.44907654,82.47158326,182,UTTAR PRADESH,2148665,1114721,1033944,868357,544943,323414,277212,145928,131284,24887,12657,12230,760253,534332,225921,1388412,328768,29916,124955,1333242,805975,3228,900,1866,198,87,3169,16229,57400,1551,15510,410070,35768,445838,379253,227932,65516,40633,37109,1415213,442339,283947,232350,6167,78055,37816,5212,185379,1616,34497,194750,4159,141528,48201,314737,4279,219396,233,104918,191185,199,85828,516,393,93
Uttar Pradesh,Banda,25.3518859,80.52487391,170,UTTAR PRADESH,1799410,965876,833534,1002937,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,1097721,273458,19098,157378,1637549,157612,1367,231,168,916,50,1517,26907,73522,1655,18612,378056,67569,445625,325773,415195,114783,61702,63112,1120432,408527,265310,183817,5202,75196,32236,6599,164115,2416,52233,174698,3984,133063,90787,312553,6773,247074,466,187378,67368,157,51777,1547,348,86
Uttar Pradesh,Bara Banki,26.92277703,81.35762351,176,UTTAR PRADESH,3260699,1707073,1553626,1692458,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,2067849,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,6422,60554,108116,3159,26293,635840,79068,714908,533140,420824,197780,132332,113799,2043335,709494,445269,446335,11935,185813,91664,12093,286603,4799,116157,306578,7882,305263,103904,554258,8736,434135,332,239391,264344,361,110385,1497,564,91
Uttar Pradesh,Bareilly,28.51101941,79.43187072,150,UTTAR PRADESH,4448359,2357665,2090694,2191759,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,3046388,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,32407,210687,272830,15164,56575,631613,362798,994411,717585,641251,272840,172554,146446,2893965,952233,514141,456654,24436,192343,159838,26144,439045,23779,300504,481724,16535,428849,462993,698240,36162,414326,198,76715,646459,588,323722,7796,807,89
Uttar Pradesh,Basti,26.83388045,82.69790591,185,UTTAR PRADESH,2464464,1255272,1209192,1393783,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,1680776,282260,36856,167644,2082976,364510,3493,900,9753,107,99,2626,37593,108101,3423,30244,513960,31065,545025,470355,349221,211477,162961,143642,1574037,519265,363891,309655,11477,100072,66316,11537,260953,4819,76856,278758,6268,172901,62328,372178,5089,248616,354,161329,193400,351,125645,1065,478,96
Uttar Pradesh,Bijnor,29.31397426,78.45098815,134,UTTAR PRADESH,3682713,1921215,1761498,2135393,1241471,893922,787444,413872,373572,3058,1588,1470,1088036,921497,166539,2594677,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,4703,128042,268353,7303,37341,683875,224648,908523,498971,827447,255028,159528,148185,2404576,786305,450186,378636,17143,119245,131278,18248,414342,11084,260312,445114,12524,470279,380737,604085,17110,392856,219,141480,442905,951,226734,9808,722,92
Uttar Pradesh,Bulandshahr,28.34875862,78.01082759,142,UTTAR PRADESH,3499171,1845260,1653911,2031656,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,2325911,241137,65937,533711,2707195,777407,4088,2765,669,1572,86,5389,124641,223922,7865,38225,658449,221628,880077,443641,540754,338138,217882,151182,2246254,753949,472808,321044,20979,141619,136765,17102,381418,13231,254050,410624,12104,393105,257848,549364,26299,421842,116,100733,450820,524,152581,10659,719,90
Uttar Pradesh,Chandauli,25.11808596,83.25307063,196,UTTAR PRADESH,1952756,1017905,934851,1174606,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,1300213,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,4649,32433,99602,3492,20762,344937,50822,395759,295979,367768,196240,135962,88299,1222695,437000,287767,220298,7313,83980,49064,8197,176679,4504,109887,190317,5441,129320,74557,283240,9071,208048,374,128710,103011,361,38260,1895,383,92
Uttar Pradesh,Chitrakoot,25.15992462,81.07666088,171,UTTAR PRADESH,991730,527721,464009,531072,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,597533,150695,12555,70853,955372,34559,693,63,101,285,27,630,11637,41046,827,9437,207237,23558,230795,168472,174106,69641,40266,35826,638046,214228,136669,105264,2805,43000,17911,2579,80095,1169,27006,84775,2101,44786,27623,162755,3009,122159,557,97672,26224,165,23226,1380,186,88
Uttar Pradesh,Deoria,26.42218857,83.82440707,190,UTTAR PRADESH,3100946,1537436,1563510,1875239,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,2224700,291016,50418,296575,2730957,358539,3626,818,1182,209,146,5469,60348,150001,4469,36068,597778,67928,665706,602403,473097,372031,277548,194341,1946336,664708,481219,353180,13388,97164,84941,14377,358063,6290,122308,379700,7260,257442,100060,463312,6074,357083,293,165652,274621,371,109265,1942,633,102
Uttar Pradesh,Etah,27.59115531,78.70021858,201,UTTAR PRADESH,1774480,947339,827141,1055202,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,1228496,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,5260,37027,69591,2635,19712,334246,67752,401998,238019,214091,178434,119665,88607,1149372,383707,237427,189111,6644,52249,54798,8565,187428,3977,79090,200961,4968,141689,57574,280646,6907,220868,80,130131,120195,76,66179,9330,679,87
Uttar Pradesh,Etawah,26.7881767,79.07621806,161,UTTAR PRADESH,1581810,845856,735954,1062003,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,1075738,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,1806,47520,113098,2964,21506,265643,85483,351126,171216,292852,195192,121283,118571,979633,362026,237786,194564,7736,41005,47713,11732,160626,4343,84543,177997,5639,166012,93434,261034,10690,199665,240,138521,92232,234,58927,7502,290,87
Uttar Pradesh,Faizabad,26.60589185,82.00783531,177,UTTAR PRADESH,2470996,1259628,1211368,1450901,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,1639787,272734,43505,254564,2094271,365806,3225,1912,737,358,185,4502,58328,127754,4746,28625,510378,79288,589666,356093,361114,231129,176303,179996,1534832,543148,367332,346448,15426,141398,74081,15226,252641,7250,99531,276720,8853,238464,94981,403711,10253,317094,322,153953,229802,302,90607,2351,513,96
Uttar Pradesh,Farrukhabad,27.45063298,79.44062846,159,UTTAR PRADESH,1885204,1006240,878964,1092677,654827,437850,312712,168009,144703,230,124,106,592267,494545,97722,1292937,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,2035,59209,88081,2624,18733,316647,94843,411490,270550,330084,184298,115069,110391,1224584,411153,246795,204261,6765,64510,49592,8653,183442,3701,87314,198066,5971,182879,113500,294748,9374,255543,123,158537,108322,210,49109,8522,359,87
Uttar Pradesh,Fatehpur,25.8374362,80.85416203,172,UTTAR PRADESH,2632733,1384722,1248011,1512166,911003,601163,651480,342892,308588,340,189,151,1063929,713736,350193,1568804,425366,51555,258250,2274674,350700,2201,402,172,199,47,4338,43492,75263,3385,33501,558807,77733,636540,409875,463642,227119,134445,116445,1624830,603831,395547,331499,16758,122320,59754,20039,244195,4981,97968,271445,7211,211608,117023,460648,8349,358433,329,267526,88566,425,65256,3370,539,90
Uttar Pradesh,Firozabad,27.20963993,78.42660625,147,UTTAR PRADESH,2498156,1332046,1166110,1521806,912314,609492,473890,253288,220602,2565,1346,1219,761521,621840,139681,1736635,150221,59942,366763,2140745,314812,3370,1804,3395,19077,61,14892,100919,196080,5834,31797,349747,185621,535368,324525,416295,277163,166249,108627,1621154,543730,312689,278168,10940,42868,85413,14099,262500,8367,169583,283190,6591,237006,146593,379586,28917,299770,191,197978,137810,662,102602,62870,490,88
Uttar Pradesh,Gautam Buddha Nagar,28.39331104,77.52462468,141,UTTAR PRADESH,1648115,890214,757901,1122947,666065,456882,216105,115438,100667,2215,1189,1026,569109,443384,125725,1079006,48845,35400,412196,1394025,215500,7366,9261,895,4518,91,16459,193902,257586,53181,87188,170835,338935,509770,201277,330623,218587,194796,101645,1015648,402967,188862,128362,78631,121832,124939,24713,219976,66759,232925,278982,34293,276925,245877,219857,87751,137165,97,37461,266838,695,171326,40945,222,85
Uttar Pradesh,Ghaziabad,28.74997309,77.67441879,140,UTTAR PRADESH,4681645,2488834,2192811,3123264,1811397,1311867,773463,412750,360713,3968,2104,1864,1520538,1231615,288923,3161107,123680,83672,1154318,3414427,1186776,19026,23001,3487,16412,265,18251,501592,695130,78116,179552,355407,836316,1191723,534606,858286,597661,475439,255949,2891069,1139871,559963,409265,119441,218210,292502,62944,577047,117483,592753,700485,60494,750601,701900,672322,140034,461559,446,112973,679606,2693,347916,112059,552,88
Uttar Pradesh,Ghazipur,25.62472478,83.53608546,195,UTTAR PRADESH,3620268,1855075,1765193,2197549,1293553,903996,726641,375015,351626,28712,14664,14048,1204602,808700,395902,2415666,435934,68254,331471,3233790,368153,4181,810,3145,213,184,9792,36798,105767,5309,50180,700173,61467,761640,566504,691057,449909,334003,186306,2234593,774130,556273,383511,21169,133819,78218,23602,341596,8142,139187,375976,10778,216165,116171,514080,5915,434210,259,213032,213999,237,58602,3697,702,95
Uttar Pradesh,Gonda,27.15721555,82.0226888,183,UTTAR PRADESH,3433919,1787146,1646773,1679994,1034181,645813,531973,276656,255317,870,476,394,1170552,855848,314704,2263367,431532,65299,233381,2739076,678615,4735,1893,649,338,57,8556,45517,104084,4313,31811,673578,52794,726372,678171,425584,192664,144067,118176,2223078,734903,464584,417980,13053,172589,75067,12470,324246,4944,78099,346478,9762,248745,66742,521253,9886,338812,614,217341,288071,559,188037,1831,637,92
Uttar Pradesh,Gorakhpur,26.63315887,83.35495604,188,UTTAR PRADESH,4440895,2277777,2163118,2700328,1593890,1106438,936061,481123,454938,18172,9261,8911,1351629,1016876,334753,3089266,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,12711,149727,296619,14597,65360,761958,189170,951128,873031,618398,425913,316166,273903,2755630,992114,659677,531565,30258,148499,157765,27902,498764,23177,255280,544038,17372,390206,213529,666811,22177,446270,807,262327,390464,926,238404,16143,792,95
Uttar Pradesh,Hardoi,27.33740909,80.26411768,155,UTTAR PRADESH,4092845,2191442,1901403,2221601,1374587,847014,1274505,685223,589282,349,186,163,1318946,1091952,226994,2773899,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,9770,60689,95508,3845,32065,786613,121064,907677,741817,906861,247265,138583,103523,2598364,905306,559988,494925,12396,191429,82094,15357,362234,4764,132969,387803,10212,341739,173556,697057,7613,536236,231,258126,361033,209,137163,2003,818,87
Uttar Pradesh,Jalaun,26.06795459,79.36686911,165,UTTAR PRADESH,1689974,906092,783882,1075196,653430,421766,468178,252588,215590,832,428,404,620764,470969,149795,1069210,243035,26109,155007,1509708,171581,1148,463,2875,256,145,3798,42616,104176,2217,18615,304856,91565,396421,169207,327534,167911,104699,106888,1002817,410090,274954,162840,7009,68232,58169,8950,184347,3599,90428,199931,6634,206627,114634,276057,9057,221913,84,136422,107861,109,52267,1875,323,87
Uttar Pradesh,Jaunpur,25.70141281,82.54315352,194,UTTAR PRADESH,4494204,2220465,2273739,2731677,1565394,1166283,990345,494226,496119,4736,2363,2373,1437375,934157,503218,3056829,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,14358,56508,181467,8002,52398,926088,80582,1006670,665376,939616,520111,353996,256398,2826453,927026,689979,534790,22876,212662,128471,24922,473849,9848,211780,515736,16965,239695,131852,653913,8271,466045,830,325066,238355,787,135340,10919,845,102
Uttar Pradesh,Jhansi,25.45581535,78.89954581,166,UTTAR PRADESH,1998603,1057436,941167,1304513,783705,520808,562505,297386,265119,3873,2074,1799,814914,565357,249557,1183689,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,5988,94342,183340,8517,40774,309592,195321,504913,184997,370685,186348,99814,92586,1171301,510728,308331,194290,18860,78124,94539,17140,241710,15986,163900,270128,11278,238492,147302,326556,25466,223433,416,152745,135508,757,93390,8362,350,89
Uttar Pradesh,Jyotiba Phule Nagar,28.87049898,78.39009365,137,UTTAR PRADESH,1840221,963449,876772,983110,600541,382569,318001,166662,151339,164,89,75,599089,459037,140052,1241132,131877,31600,217940,1075440,750368,5952,5295,189,517,21,2439,55064,89329,2825,18303,335888,115486,451374,251669,352835,161282,164763,69522,1227283,391275,215849,167023,7361,60499,63056,7487,194951,4256,101804,206663,4225,205042,166582,300111,10385,210241,55,45254,250627,220,97536,4824,340,91
Uttar Pradesh,Kannauj,26.99398862,79.6443794,160,UTTAR PRADESH,1656616,881776,774840,1017087,603596,413491,309980,166454,143526,15,9,6,524676,430934,93742,1131940,129517,51330,104479,1375788,273967,1263,504,2033,606,65,2390,32510,61491,2488,18082,299785,65985,365770,237853,283674,175582,107628,95072,1069916,361028,223535,178143,6011,58628,37935,7070,161683,2647,64187,174734,5981,157415,85404,268151,6646,226228,190,146596,72121,297,47225,2930,325,88
